Campaign Name,Date,Datasource
MCMMIA_2020_PAN_KELLOGGS_POPTARTS_SEASONAL_ESLOQUEES_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-09-16,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONPRIDE_FACEBOOK_INSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-06-18,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONQUEDATEENCASA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-06-19,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-19,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_DESTAPAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-10-09,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-02-06,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,2020-02-05,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_INSTAGRAM_REACH_CPM_EVENINGME,2020-02-07,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-06-02,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_STAYHOME&CAEMEJOR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-05-23,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_WAVY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-11,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-12-07,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-05-12,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-04-02,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-04-02,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK,2020-06-15,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-06-15,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-10-09,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-12-04,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_POPTARTS_SEASONAL_ESLOQUEES_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-09-16,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_CAEMEJOR_FACEBOOK_FACEBOOK_REACH_CPM_EVENINGME,2020-06-15,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_CAEMEJOR_FACEBOOK_INSTAGRAM_REACH_CPM_EVENINGME,2020-06-15,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-02-06,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,2020-01-17,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_INSTAGRAM_REACH_CPM_EVENINGME,2020-02-06,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-11-25,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_FACEBOOK_FACEBOOK_REACH_CPM_EVENINGME,2020-11-24,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_FACEBOOK_INSTAGRAM_REACH_CPM_EVENINGME,2020-11-24,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_SPECIALK_SEASONAL_EMPIEZAFUERTE_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2020-01-12,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_SPECIALK_SEASONAL_EMPIEZAFUERTE_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-01-13,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_SPECIALK_SEASONAL_FILTRO_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-12-04,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-10-01,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2020-03-26,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOK_BRANDAWARENESS_CPM_BREAKFASTFORONE,2020-09-02,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-03-19,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_ZUCARITAS_SEASONAL_MISSIONTIGER_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-09-30,Facebook Ads Insights
MCMMIA_2020_PRI_KELLOGGS_ZUCARITAS_SEASONAL_MISSIONTIGER_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-10-09,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_CHOCOKRISPIS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-04-01,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_CHOCOKRISPIS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-04-01,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-05-13,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-04-02,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-04-02,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-06-26,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-10-20,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-06-01,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-12-23,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CRAYOLA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-11-23,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-08-24,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_MEZCLADITO_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-06-25,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_PRINGLES_SEASONAL_DESTAPAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-10-09,Facebook Ads Insights
MCMMIA_2020_SLV_KELLOGGS_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-12-07,Facebook Ads Insights
MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-06-11,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_INFLUENCESYSTEM_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPM_BREAKFASTFORONE,2021-06-11,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_TOTEBAGS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2020-01-21,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_SPECIALKBARS_SEASONAL_GOOGLE_YOUTUBE_SPECIALKBARS_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK,2020-01-25,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_TOTEBAGS_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE,2020-02-11,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PROMOCINEMEX_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020-02-07,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-02-15,Google Adwords
MCMMIA_2020_CENAM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-02-06,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_RICEKRISPIESTREAT_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2020-02-06,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-02-10,Google Adwords
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-02-16,Google Adwords
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-02-15,Google Adwords
MCMMIA_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-02-11,Google Adwords
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-02-16,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_SPECIALKBARS_SEASONAL_GOOGLE_YOUTUBE_SPECIALKBARS_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2020-03-01,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2020-02-23,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_KOOLCHARAS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-03-03,Google Adwords
MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-02-27,Google Adwords
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOMCDONALDS_PLACEMENTSVIDEOS_CPM_EVENINGME,2020-03-07,Google Adwords
MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_INSERTOS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-03-09,Google Adwords
KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_QUESACO_AFFINITYANDTOPICS_CPV_EVENINGLEISURETIME,2020-03-27,Google Adwords
MCMMIA_2020_PAN_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_KOOLCHARAS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-03-29,Google Adwords
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_CHOCOKRISPIS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020-04-13,Google Adwords
MCMMIA_2020_PRI_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2020-04-05,Google Adwords
MCMMIA_2020_PAN_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_RECREATE_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020-04-02,Google Adwords
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_KOOLCHARAS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-04-01,Google Adwords
MCMMIA_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_KOOLCHARAS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-04-03,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_KOOLCHARAS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-04-06,Google Adwords
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_CHOCOKRISPIS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-04-02,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_CHOCOKRISPIS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-04-02,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_CHOCOKRISPIS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020-04-19,Google Adwords
MCMMIA_2020_CRI_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_RECREATE_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020-04-13,Google Adwords
MCMMIA_2020_CRI_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_ZUCARITASRECREATE_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-04-22,Google Adwords
MCMMIA_2020_PAN_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_RECREATE_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-04-12,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_EQUITY_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020-04-25,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_RICEKRISPIESTREAT_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK,2020-04-22,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_RICEKRISPIESTREAT_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2020-04-15,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_WELCOMEPLAN_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2020-04-27,Google Adwords
MCMMIA_2020_CRI_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_RICEKRISPIESTREAT_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK,2020-04-25,Google Adwords
MCMMIA_2020_CRI_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_RICEKRISPIESTREAT_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2020-04-25,Google Adwords
MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_RAPPI-MUSLI_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-05-12,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_RECREATE_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020-05-13,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_DÍADELAMADRE_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK,2020-05-10,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2020-05-15,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_KEHEROES_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2020-05-12,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_KEHEROES_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE,2020-05-12,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_SEM_WELCOMEPLAN_BRAND_CPC_BREAKFASTFORONE,2020-06-10,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_SEM_WELCOMEPLAN_CATEGORY_CPC_BREAKFASTFORONE,2020-06-09,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_SEM_WELCOMEPLAN_COMPETE_CPC_BREAKFASTFORONE,2020-05-25,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_SEM_WELCOMEPLAN_INTEREST_CPC_BREAKFASTFORONE,2020-06-04,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MEGASTACK_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-05-24,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_WELCOMEPLAN_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE,2020-05-29,Google Adwords
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_CAEMEJOR_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-05-26,Google Adwords
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_CAEMEJOR_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-05-23,Google Adwords
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_CAEMEJOR_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-05-26,Google Adwords
KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_TIGER_AFFINITYTOPICS_CPM_MORNINGBREAKFAST,2020-05-31,Google Adwords
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-06-02,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020-06-06,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2020-06-06,Google Adwords
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020-06-01,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_COVIDHAGAMOSFAMILIA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020-06-03,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-06-02,Google Adwords
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-06-02,Google Adwords
MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-06-03,Google Adwords
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-06-12,Google Adwords
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_WAVY_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-06-17,Google Adwords
MCMMIA_2020_CRI_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_AMORPARALLEVAR_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2020-06-19,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_AMORPARALLEVAR_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2020-06-13,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_GALLETAOSNACK_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2020-06-16,Google Adwords
MCMMIA_2020_PRI_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_GALLETAOSNACK_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2020-06-16,Google Adwords
MCMMIA_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_GALLETAOSNACK_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2020-06-15,Google Adwords
MCMMIA_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_CAEMEJOR_PLACEMENTSVIDEOS_CPV_EVENINGME,2020-06-30,Google Adwords
MCMMIA_2020_CRI_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2020-06-12,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_HAGAMOSFAMILIA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2020-06-25,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REFORMULACION_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020-06-28,Google Adwords
MCMMIA_2020_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REFORMULACION_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020-06-29,Google Adwords
KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_TIGER_AFFINITYTOPICS_CPV_MORNINGBREAKFAST,2020-06-25,Google Adwords
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_WAVY_AFFINITYAUDIENCES_CPV_EVENINGME,2020-07-31,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_RICEKRISPIES_AFFINITYAUDIENCES_CPV_NOUSAR,2020-07-06,Google Adwords
