"Campaign Name","Mediaplan","Mediaplan Placement","Current value","Campaign Mp Label"
"MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_EVENINGME_CPCV-SPOTIFY","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-GT","78,150","MCMPR_2021_GTM_Kelloggs_Pringles_Seasonal_Veranox2_Spotify_Evening Me_CPCV-Spotify"
"MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPCV-ADMAZING","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Admazing-GT","12,731","MCMPR_2021_GTM_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Evening Me_CPCV-Admazing"
"MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLAROMOBILE_EVENINGME_CPM-CLAROMOBILE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Claro Mobile-GT","454,735","MCMPR_2021_GTM_Kelloggs_Pringles_Seasonal_Veranox2_Claro Mobile_Evening Me_CPM-Claro Mobile"
"MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_TIGOMOBILE_EVENINGME_CPM-TIGOMOBILE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Tigo Mobile-GT","224,408","MCMPR_2021_GTM_Kelloggs_Pringles_Seasonal_Veranox2_Tigo Mobile_Evening Me_CPM-Tigo Mobile"
"MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-CR","993,990","MCMMIA_2021_CRI_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Reach_CPM_Evening Me"
"MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-CR","","MCMMIA_2021_CRI_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPC_Evening Me"
"MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-CR","","MCMMIA_2021_CRI_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPM_Evening Me"
"MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_EVENINGME_CPCV-SPOTIFY","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-CR","98,705","MCMPR_2021_CRI_Kelloggs_Pringles_Seasonal_Veranox2_Spotify_Evening Me_CPCV-Spotify"
"MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPCV-ADMAZING","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Admazing-CR","12,918","MCMPR_2021_CRI_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Evening Me_CPCV-Admazing"
"MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLAROMOBILE_EVENINGME_CPM-CLAROMOBILE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Claro Mobile-CR","454,739","MCMPR_2021_CRI_Kelloggs_Pringles_Seasonal_Veranox2_Claro Mobile_Evening Me_CPM-Claro Mobile"
"MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-PA","970,219","MCMMIA_2021_PAN_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Reach_CPM_Evening Me"
"MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-PA","","MCMMIA_2021_PAN_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPC_Evening Me"
"MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-PA","","MCMMIA_2021_PAN_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPM_Evening Me"
"MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_EVENINGME_CPCV-SPOTIFY","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-PA","75,280","MCMPR_2021_PAN_Kelloggs_Pringles_Seasonal_Veranox2_Spotify_Evening Me_CPCV-Spotify"
"MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPCV-ADMAZING","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Admazing-PA","11,878","MCMPR_2021_PAN_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Evening Me_CPCV-Admazing"
"MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLAROMOBILE_EVENINGME_CPM-CLAROMOBILE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Claro Mobile-PA","454,735","MCMPR_2021_PAN_Kelloggs_Pringles_Seasonal_Veranox2_Claro Mobile_Evening Me_CPM-Claro Mobile"
"MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-DO","2,310,009","MCMMIA_2021_DOM_Kelloggs_Pringles_Seasonal_Veranox2_Facebook_Facebook and Instagram_Reach_CPM_Evening Me"
"MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-DO","","MCMMIA_2021_DOM_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPC_Evening Me"
"MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-DO","","MCMMIA_2021_DOM_Kelloggs_Pringles_Seasonal_Google_Youtube_Veranox2_Affinity Audiences_CPM_Evening Me"
"MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_EVENINGME_CPCV-SPOTIFY","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-DO","95,065","MCMPR_2021_DOM_Kelloggs_Pringles_Seasonal_Veranox2_Spotify_Evening Me_CPCV-Spotify"
"MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPCV-ADMAZING","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Admazing-DO","14,597","MCMPR_2021_DOM_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Evening Me_CPCV-Admazing"
"MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-GT","1,892,207","MCMMIA_2021_GTM_Kelloggs_Special K bars_Seasonal_Home Office_Facebook_Facebook and Instagram_Reach_CPM_Mid-Morning Snack"
"MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_GOOGLE_YOUTUBE_HOMEOFFICE_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-GT","","MCMMIA_2021_GTM_Kelloggs_Special K bars_Seasonal_Google_Youtube_Home Office_Affinity Audiences_CPV_Mid-Morning Snack"
"MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-CR","927,350","MCMMIA_2021_CRI_Kelloggs_Special K bars_Seasonal_Home Office_Facebook_Facebook and Instagram_Reach_CPM_Mid-Morning Snack"
