video_p25_watched_actions.video_view.1d_click,impressions,objective,video_p75_watched_actions.video_view.1d_click,video_thruplay_watched_actions.video_view.7d_click,video_p50_watched_actions.video_view.1d_click,actions.comment.1d_click,country,actions.post_reaction.7d_click,video_thruplay_watched_actions.video_view,actions.post.1d_click,clicks,video_p75_watched_actions.video_view,actions.post_reaction,campaign_name,ad_id,actions.page_engagement,actions.comment.7d_click,adset_id,actions.post.7d_click,adset_name,actions.page_engagement.7d_click,video_30_sec_watched_actions.video_view.1d_click,video_p50_watched_actions.video_view,actions.video_view,actions.link_click,actions.link_click.7d_click,actions.onsite_conversion.post_save.7d_click,campaign_id,video_p25_watched_actions.video_view,actions.link_click.1d_click,ad_name,video_avg_time_watched_actions.video_view.7d_click,video_avg_time_watched_actions.video_view.1d_click,actions.video_view.7d_click,video_p75_watched_actions.video_view.7d_click,actions.post_engagement,video_30_sec_watched_actions.video_view,actions.post_engagement.7d_click,buying_type,actions.comment,actions.landing_page_view.7d_click,video_p50_watched_actions.video_view.7d_click,reach,video_p25_watched_actions.video_view.7d_click,actions.landing_page_view.1d_click,account_currency,actions.landing_page_view,actions.post_reaction.1d_click,actions.video_view.1d_click,video_p100_watched_actions.video_view.7d_click,frequency,video_avg_time_watched_actions.video_view,actions.post,actions.onsite_conversion.post_save,video_30_sec_watched_actions.video_view.7d_click,date_stop,actions.post_engagement.1d_click,account_id,date_start,video_p100_watched_actions.video_view.1d_click,actions.onsite_conversion.post_save.1d_click,video_p100_watched_actions.video_view,video_thruplay_watched_actions.video_view.1d_click,actions.page_engagement.1d_click,spend,account_name,campaign_buying_type,ad_creative_call_to_action_type,ad_creative_object_type,ad_creative_link_url,campaign_stop_time,campaign_start_time,ad_preview_default_url,link,actions.interactive_component_tap.7d_click,actions.interactive_component_tap,actions.interactive_component_tap.1d_click,actions.offsite_conversion.fb_pixel_complete_registration.1d_click,actions.offsite_conversion.fb_pixel_complete_registration,actions.offsite_conversion.fb_pixel_complete_registration.7d_click,actions.photo_view,actions.photo_view.1d_click,actions.photo_view.7d_click,actions.like,actions.like.7d_click,actions.like.1d_click,Campaign Label,Campaign_duplicate,Agency,Year,Market,Client,Brand_portfolio,Temporality,Initiative,Vendor,Platform,Objective,Buying Type,Consumption Occasion,video_quartile_25_view,video_views,url,Month,New Buying Type,Country Code,BRL to USD,MXN to USD,Cost in BRL,platform_cost,campaign_label,unified_brand,Datasource,Brand,interactions,Temp Campaign Name,date_copy,date_month,mplan_agency,Campaign Name,date_month,reach_key,campaign_monthly_reach,Country_code,Country_code2,cost_eval,Eval_scale,firstEval_scale,secondEval_scale,Agency_nc,Year_nc,Countrry_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Vendor_nc,Platform_nc,Objective_nc,BuyType_nc,ConssumptionOcasion_nc,datasource_mediaplan,adverity_client_id,adverity_client_name
6,246266,BRAND_AWARENESS,1,1,1,,BR,1,1212,,124,1490,1,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,23847609871520159,4524,,23847609871540159,,Julho,95,1,2161,4435,88,88,,23847508352700159,3772,88,Storie_Momentos_De_Sabor,1,1,6,1,4524,1212,95,AUCTION,0,,1,243452,6,,BRL,,1,6,1,1.011559,0,0,,1,2021-07-25,95,416469385903466,2021-07-25,1,,1211,1,95,154.37,PARATI BR,AUCTION,LEARN_MORE,VIDEO,,2021-08-01 02:59:50,2021-06-15 03:00:50,https://ktbo.datatap.adverity.com/i/8/363bccc4c6.png,https://promoparati.com.br/,,,,,,,,,,,,,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,Parati,Seasonal,PromoMomentosDeSabor,Facebook,Instagram,Awareness,CPM_EveningWe,,3772,3772,https://ktbo.datatap.adverity.com/i/8/363bccc4c6.png,7,CPM,BR,5.7,20.96,154.37,27.082456140350878,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,parati,Facebook Ads Insights,Parati,89,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,2021-07-25,7,KTBO,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,7,23847508352700159-7,5007533,BR,,,,,,KTBO,2021,BRA,KELLOGGS,PARATI,SEASONAL,PROMOMOMENTOSDESABOR,FACEBOOK,INSTAGRAM,AWARENESS,CPM,EVENINGWE,Facebook Ads Insights,3,ktboClient
24,5989,BRAND_AWARENESS,5,3,10,,BR,1,36,,4,51,1,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,23847609871530159,284,,23847609871540159,,Julho,37,3,93,280,3,3,,23847508352700159,220,3,GIF_POST_MOMENTOS_DE_CAMPANHA_FB,2,2,33,5,284,36,37,AUCTION,0,,10,5916,24,,BRL,,1,33,3,1.012339,1,0,,3,2021-07-25,37,416469385903466,2021-07-25,3,,35,3,37,6.34,PARATI BR,AUCTION,LEARN_MORE,VIDEO,,2021-08-01 02:59:50,2021-06-15 03:00:50,https://ktbo.datatap.adverity.com/i/8/368efb5b01.png,https://promoparati.com.br/,,,,,,,,,,,,,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,Parati,Seasonal,PromoMomentosDeSabor,Facebook,Instagram,Awareness,CPM_EveningWe,,220,220,https://ktbo.datatap.adverity.com/i/8/368efb5b01.png,7,CPM,BR,5.7,20.96,6.34,1.1122807017543859,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,parati,Facebook Ads Insights,Parati,4,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,2021-07-25,7,KTBO,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,7,23847508352700159-7,5007533,BR,,,,,,KTBO,2021,BRA,KELLOGGS,PARATI,SEASONAL,PROMOMOMENTOSDESABOR,FACEBOOK,INSTAGRAM,AWARENESS,CPM,EVENINGWE,Facebook Ads Insights,3,ktboClient
1418,57331,BRAND_AWARENESS,233,146,481,,BR,7,391,,56,573,7,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,23847650796880159,3897,,23847609871540159,,Julho,1944,146,1063,3860,30,30,,23847508352700159,2911,30,GIF_POST_MUFFATO,2,2,1907,233,3897,391,1944,AUCTION,0,,481,56448,1418,,BRL,,7,1907,134,1.015643,1,0,,146,2021-07-25,1944,416469385903466,2021-07-25,134,,380,146,1944,79.85,PARATI BR,AUCTION,LEARN_MORE,VIDEO,,2021-08-01 02:59:50,2021-06-15 03:00:50,https://ktbo.datatap.adverity.com/i/8/02b5e75b9e.png,https://delivery.supermuffato.com.br/mercearia-e-alimentos/parati?utm_source=Facebook&utm_medium=Page+Post&utm_id=Promo+Parati,,,,,,,,,,,,,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,Parati,Seasonal,PromoMomentosDeSabor,Facebook,Instagram,Awareness,CPM_EveningWe,,2911,2911,https://ktbo.datatap.adverity.com/i/8/02b5e75b9e.png,7,CPM,BR,5.7,20.96,79.85,14.00877192982456,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,parati,Facebook Ads Insights,Parati,37,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,2021-07-25,7,KTBO,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,7,23847508352700159-7,5007533,BR,,,,,,KTBO,2021,BRA,KELLOGGS,PARATI,SEASONAL,PROMOMOMENTOSDESABOR,FACEBOOK,INSTAGRAM,AWARENESS,CPM,EVENINGWE,Facebook Ads Insights,3,ktboClient
435,17886,BRAND_AWARENESS,85,51,162,,BR,2,125,,22,186,2,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,23847650796890159,1101,,23847609871540159,,Julho,600,51,335,1084,15,15,,23847508352700159,825,15,GIF_POST_ANGELONI,2,2,583,85,1101,125,600,AUCTION,0,,162,16864,435,,BRL,,2,583,50,1.060602,1,0,,51,2021-07-25,600,416469385903466,2021-07-25,50,,123,51,600,22.45,PARATI BR,AUCTION,LEARN_MORE,VIDEO,,2021-08-01 02:59:50,2021-06-15 03:00:50,https://ktbo.datatap.adverity.com/i/8/44b0c0b6b4.png,https://www.angeloni.com.br/super/busca?Nrpp=12&Ntt=parati&utm_source=Facebook&utm_medium=Page+Post&utm_id=Promo+Parati,,,,,,,,,,,,,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,Parati,Seasonal,PromoMomentosDeSabor,Facebook,Instagram,Awareness,CPM_EveningWe,,825,825,https://ktbo.datatap.adverity.com/i/8/44b0c0b6b4.png,7,CPM,BR,5.7,20.96,22.45,3.9385964912280698,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,parati,Facebook Ads Insights,Parati,17,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,2021-07-25,7,KTBO,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,7,23847508352700159-7,5007533,BR,,,,,,KTBO,2021,BRA,KELLOGGS,PARATI,SEASONAL,PROMOMOMENTOSDESABOR,FACEBOOK,INSTAGRAM,AWARENESS,CPM,EVENINGWE,Facebook Ads Insights,3,ktboClient
78,10979,BRAND_AWARENESS,12,10,23,,BR,1,55,,16,84,1,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,23847650796900159,637,,23847609871540159,,Julho,118,10,168,628,8,8,,23847508352700159,470,8,GIF_POST_SUPERRISSUL,2,2,109,12,637,55,118,AUCTION,0,,23,10540,78,,BRL,,1,109,9,1.041651,1,0,,10,2021-07-25,118,416469385903466,2021-07-25,9,,54,10,118,11.77,PARATI BR,AUCTION,LEARN_MORE,VIDEO,,2021-08-01 02:59:50,2021-06-15 03:00:50,https://ktbo.datatap.adverity.com/i/8/66eceb29b1.png,https://supperrissul.com.br/delivery?utm_source=Facebook&utm_medium=Page+Post&utm_id=Promo+Parati,,,,,,,,,,,,,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,Parati,Seasonal,PromoMomentosDeSabor,Facebook,Instagram,Awareness,CPM_EveningWe,,470,470,https://ktbo.datatap.adverity.com/i/8/66eceb29b1.png,7,CPM,BR,5.7,20.96,11.77,2.0649122807017544,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,parati,Facebook Ads Insights,Parati,9,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,2021-07-25,7,KTBO,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,7,23847508352700159-7,5007533,BR,,,,,,KTBO,2021,BRA,KELLOGGS,PARATI,SEASONAL,PROMOMOMENTOSDESABOR,FACEBOOK,INSTAGRAM,AWARENESS,CPM,EVENINGWE,Facebook Ads Insights,3,ktboClient
2864,168878,BRAND_AWARENESS,508,331,975,,BR,15,917,,251,1286,15,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,23847774315540159,7445,,23847774315570159,,Julho — RIO GRANDE DO SUL,4005,331,2196,7268,162,162,,23847508352700159,5527,162,GIF_POST_SUPERRISSUL,2,2,3828,508,7445,917,4005,AUCTION,0,,975,148992,2864,,BRL,,15,3828,318,1.13347,1,0,,331,2021-07-25,4005,416469385903466,2021-07-25,318,,901,331,4005,240.68,PARATI BR,AUCTION,LEARN_MORE,VIDEO,,2021-08-01 02:59:50,2021-06-15 03:00:50,https://ktbo.datatap.adverity.com/i/8/d750819a19.png,https://supperrissul.com.br/delivery?utm_source=Facebook&utm_medium=Page+Post&utm_id=Promo+Parati,,,,,,,,,,,,,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,Parati,Seasonal,PromoMomentosDeSabor,Facebook,Instagram,Awareness,CPM_EveningWe,,5527,5527,https://ktbo.datatap.adverity.com/i/8/d750819a19.png,7,CPM,BR,5.7,20.96,240.68,42.22456140350877,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,parati,Facebook Ads Insights,Parati,177,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,2021-07-25,7,KTBO,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,7,23847508352700159-7,5007533,BR,,,,,,KTBO,2021,BRA,KELLOGGS,PARATI,SEASONAL,PROMOMOMENTOSDESABOR,FACEBOOK,INSTAGRAM,AWARENESS,CPM,EVENINGWE,Facebook Ads Insights,3,ktboClient
3123,185537,BRAND_AWARENESS,560,352,1091,,BR,14,1105,,227,1548,14,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,23847774315580159,8564,,23847774315530159,,Julho — SANTA CATARINA,4357,352,2612,8405,144,144,1,23847508352700159,6449,144,GIF_POST_ANGELONI,2,2,4198,560,8564,1105,4357,AUCTION,0,,1091,168192,3123,,BRL,,14,4198,336,1.103126,1,0,1,352,2021-07-25,4357,416469385903466,2021-07-25,336,1,1089,352,4357,244.8,PARATI BR,AUCTION,LEARN_MORE,VIDEO,,2021-08-01 02:59:50,2021-06-15 03:00:50,https://ktbo.datatap.adverity.com/i/8/d3e5d388dd.png,https://www.angeloni.com.br/super/busca?Nrpp=12&Ntt=parati&utm_source=Facebook&utm_medium=Page+Post&utm_id=Promo+Parati,,,,,,,,,,,,,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,Parati,Seasonal,PromoMomentosDeSabor,Facebook,Instagram,Awareness,CPM_EveningWe,,6449,6449,https://ktbo.datatap.adverity.com/i/8/d3e5d388dd.png,7,CPM,BR,5.7,20.96,244.8,42.94736842105263,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,parati,Facebook Ads Insights,Parati,158,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,2021-07-25,7,KTBO,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,7,23847508352700159-7,5007533,BR,,,,,,KTBO,2021,BRA,KELLOGGS,PARATI,SEASONAL,PROMOMOMENTOSDESABOR,FACEBOOK,INSTAGRAM,AWARENESS,CPM,EVENINGWE,Facebook Ads Insights,3,ktboClient
2870,174146,BRAND_AWARENESS,506,328,1015,,BR,12,933,,201,1315,12,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,23847774315700159,7780,,23847774315500159,,Julho — PARANÁ,4037,328,2295,7635,133,133,,23847508352700159,5787,133,GIF_POST_MUFFATO,2,2,3892,506,7780,933,4037,AUCTION,0,,1015,160801,2870,,BRL,,12,3892,312,1.082991,1,0,,328,2021-07-25,4037,416469385903466,2021-07-25,312,,906,328,4037,240.39,PARATI BR,AUCTION,LEARN_MORE,VIDEO,,2021-08-01 02:59:50,2021-06-15 03:00:50,https://ktbo.datatap.adverity.com/i/8/fec272efa1.png,https://delivery.supermuffato.com.br/mercearia-e-alimentos/parati?utm_source=Facebook&utm_medium=Page+Post&utm_id=Promo+Parati,,,,,,,,,,,,,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,Parati,Seasonal,PromoMomentosDeSabor,Facebook,Instagram,Awareness,CPM_EveningWe,,5787,5787,https://ktbo.datatap.adverity.com/i/8/fec272efa1.png,7,CPM,BR,5.7,20.96,240.39,42.17368421052631,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,parati,Facebook Ads Insights,Parati,145,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,2021-07-25,7,KTBO,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,7,23847508352700159-7,5007533,BR,,,,,,KTBO,2021,BRA,KELLOGGS,PARATI,SEASONAL,PROMOMOMENTOSDESABOR,FACEBOOK,INSTAGRAM,AWARENESS,CPM,EVENINGWE,Facebook Ads Insights,3,ktboClient
5,2871,BRAND_AWARENESS,1,,1,,BR,,15,,4,24,0,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,23847609871510159,170,,23847609871540159,,Julho,10,,40,168,2,2,,23847508352700159,118,2,GIF_POST_MOMENTOS_DE_SABOR_IG,1,1,8,1,170,15,10,AUCTION,0,,1,2844,5,,BRL,,,8,,1.009494,1,0,,,2021-07-26,10,416469385903466,2021-07-26,,,15,,10,2.9,PARATI BR,AUCTION,LEARN_MORE,VIDEO,,2021-08-01 02:59:50,2021-06-15 03:00:50,https://ktbo.datatap.adverity.com/i/8/cc97fa2d2b.png,https://promoparati.com.br/,,,,,,,,,,,,,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,Parati,Seasonal,PromoMomentosDeSabor,Facebook,Instagram,Awareness,CPM_EveningWe,,118,118,https://ktbo.datatap.adverity.com/i/8/cc97fa2d2b.png,7,CPM,BR,5.7,20.96,2.9,0.5087719298245613,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,parati,Facebook Ads Insights,Parati,2,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,2021-07-26,7,KTBO,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,7,23847508352700159-7,5007533,BR,,,,,,KTBO,2021,BRA,KELLOGGS,PARATI,SEASONAL,PROMOMOMENTOSDESABOR,FACEBOOK,INSTAGRAM,AWARENESS,CPM,EVENINGWE,Facebook Ads Insights,3,ktboClient
4,138340,BRAND_AWARENESS,1,1,4,,BR,,746,1,70,919,0,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,23847609871520159,2605,,23847609871540159,1,Julho,60,1,1255,2552,52,52,,23847508352700159,2157,52,Storie_Momentos_De_Sabor,1,1,7,1,2605,746,60,AUCTION,0,,4,137726,4,,BRL,,,7,1,1.004458,0,1,,1,2021-07-26,60,416469385903466,2021-07-26,1,,744,1,60,81.89,PARATI BR,AUCTION,LEARN_MORE,VIDEO,,2021-08-01 02:59:50,2021-06-15 03:00:50,https://ktbo.datatap.adverity.com/i/8/363bccc4c6.png,https://promoparati.com.br/,,,,,,,,,,,,,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,Parati,Seasonal,PromoMomentosDeSabor,Facebook,Instagram,Awareness,CPM_EveningWe,,2157,2157,https://ktbo.datatap.adverity.com/i/8/363bccc4c6.png,7,CPM,BR,5.7,20.96,81.89,14.366666666666667,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,parati,Facebook Ads Insights,Parati,53,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,2021-07-26,7,KTBO,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,7,23847508352700159-7,5007533,BR,,,,,,KTBO,2021,BRA,KELLOGGS,PARATI,SEASONAL,PROMOMOMENTOSDESABOR,FACEBOOK,INSTAGRAM,AWARENESS,CPM,EVENINGWE,Facebook Ads Insights,3,ktboClient
27,4079,BRAND_AWARENESS,7,3,9,,BR,1,18,,10,25,1,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,23847609871530159,199,,23847609871540159,,Julho,43,3,51,190,8,8,,23847508352700159,142,8,GIF_POST_MOMENTOS_DE_CAMPANHA_FB,2,2,34,7,199,18,43,AUCTION,0,,9,4031,27,,BRL,,1,34,3,1.011908,1,0,,3,2021-07-26,43,416469385903466,2021-07-26,3,,18,3,43,4.43,PARATI BR,AUCTION,LEARN_MORE,VIDEO,,2021-08-01 02:59:50,2021-06-15 03:00:50,https://ktbo.datatap.adverity.com/i/8/368efb5b01.png,https://promoparati.com.br/,,,,,,,,,,,,,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,Parati,Seasonal,PromoMomentosDeSabor,Facebook,Instagram,Awareness,CPM_EveningWe,,142,142,https://ktbo.datatap.adverity.com/i/8/368efb5b01.png,7,CPM,BR,5.7,20.96,4.43,0.7771929824561403,KTBO_2021_BRA_Kelloggs_Parati_Seasonal_PromoMomentosDeSabor_Facebook_Instagram_Awareness_CPM_EveningWe,parati,Facebook Ads Insights,Parati,9,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,2021-07-26,7,KTBO,KTBO_2021_BRA_KELLOGGS_PARATI_SEASONAL_PROMOMOMENTOSDESABOR_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,7,23847508352700159-7,5007533,BR,,,,,,KTBO,2021,BRA,KELLOGGS,PARATI,SEASONAL,PROMOMOMENTOSDESABOR,FACEBOOK,INSTAGRAM,AWARENESS,CPM,EVENINGWE,Facebook Ads Insights,3,ktboClient
